GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD38E001,AD38E002,AD38E003,AD38E004,AD38E005,AD39E001,AD39E002,AD39E003,AD39E004,AD39E005,AD39E006,AD4AE001,AD4AE002,AD4AE003,AD4AE004,AD4AE005,AD4AE006,AD4BE001,NAME_M,AD38M001,AD38M002,AD38M003,AD38M004,AD38M005,AD39M001,AD39M002,AD39M003,AD39M004,AD39M005,AD39M006,AD4AM001,AD4AM002,AD4AM003,AD4AM004,AD4AM005,AD4AM006,AD4BM001
"G2001990","2011-2015",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wallace County, Kansas",21071,36250,62500,106667,166989,12861,28754,49172,82356,179829,325253,3.68,8.14,13.93,23.32,50.93,23.03,0.4745,"Wallace County, Kansas",4693,5973,14285,17224,42571,2221,3396,7532,10491,41781,138028,0.67,1.19,2.02,2.53,5.50,7.07,0.0540
"G2002010","2011-2015",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kansas",20590,37575,54354,79288,124313,10741,29649,45257,65218,120472,186474,3.96,10.93,16.68,24.04,44.40,17.18,0.4023,"Washington County, Kansas",2535,2268,2771,4261,24897,2058,2311,2730,3236,7975,20514,0.70,0.65,0.68,0.73,1.74,1.53,0.0217
"G2002030","2011-2015",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wichita County, Kansas",21909,41203,68389,91625,170198,14100,31735,55641,81310,134250,204923,4.45,10.01,17.55,25.65,42.35,16.16,0.3893,"Wichita County, Kansas",4876,7719,11723,8732,60856,3264,6715,8797,7927,18754,32867,0.93,1.63,1.92,1.75,4.21,2.43,0.0463
"G2002050","2011-2015",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Kansas",18764,33537,50215,71710,135468,12113,25788,41218,60836,129224,233178,4.52,9.58,15.31,22.59,47.99,21.65,0.4349,"Wilson County, Kansas",1910,2213,3759,4302,15381,1345,2166,2438,2930,14250,46645,0.51,0.80,0.81,1.20,2.84,3.41,0.0305
"G2002070","2011-2015",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodson County, Kansas",15868,27281,46088,66000,113863,9146,21097,36202,55787,107336,182469,4.04,9.18,15.76,24.29,46.73,19.86,0.4333,"Woodson County, Kansas",3377,3361,2890,6549,12272,1531,2274,4033,4217,13454,40097,0.58,0.85,1.23,1.36,3.20,3.37,0.0329
"G2002090","2011-2015",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyandotte County, Kansas",16631,31249,49341,76377,122914,8450,24002,39856,61425,114140,170409,3.41,9.68,16.08,24.78,46.05,17.19,0.4280,"Wyandotte County, Kansas",768,669,896,1866,3679,529,664,785,1138,3266,9932,0.20,0.23,0.31,0.33,0.75,0.81,0.0084
"G2100010","2011-2015",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Kentucky",13133,25403,42456,72451,122724,8134,18987,33347,56554,110843,166533,3.57,8.33,14.63,24.82,48.64,18.27,0.4542,"Adair County, Kentucky",1743,1924,5030,4765,9090,852,1861,2790,4031,7880,18533,0.36,0.67,0.75,0.87,1.69,1.52,0.0176
"G2100030","2011-2015",,,"Kentucky","21","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Kentucky",15858,33381,52712,81019,127783,9201,24328,41994,65436,122936,196694,3.49,9.22,15.91,24.80,46.58,18.63,0.4369,"Allen County, Kentucky",1505,2481,3053,5073,11467,1106,2557,3037,4051,11296,37399,0.43,0.85,0.92,1.02,2.37,2.83,0.0265
"G2100050","2011-2015",,,"Kentucky","21","Anderson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Kentucky",26888,43547,66399,91627,133764,14457,34836,54598,76823,126417,180609,4.72,11.34,17.77,25.01,41.16,14.70,0.3685,"Anderson County, Kentucky",3177,2542,3667,4785,8348,2281,2397,3425,3185,8468,23328,0.66,0.59,0.76,0.75,1.61,1.48,0.0188
"G2100070","2011-2015",,,"Kentucky","21","Ballard County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ballard County, Kentucky",19000,33891,51688,91540,154682,11547,26327,42359,67951,142724,213781,3.97,9.05,14.56,23.36,49.06,18.37,0.4461,"Ballard County, Kentucky",2350,2421,2925,7717,21251,1308,2171,2664,5434,12242,30205,0.45,0.76,0.82,1.14,2.26,2.11,0.0233
"G2100090","2011-2015",,,"Kentucky","21","Barren County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barren County, Kentucky",15107,29742,46899,76502,123653,8798,21915,38100,59875,119086,191054,3.55,8.84,15.38,24.17,48.06,19.28,0.4472,"Barren County, Kentucky",1404,2050,1930,3401,9361,846,1440,1874,2585,7777,23048,0.35,0.54,0.65,0.74,1.60,1.71,0.0174
"G2100110","2011-2015",,,"Kentucky","21","Bath County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bath County, Kentucky",12561,25434,39565,66091,121839,7195,18829,33057,52631,132554,267202,2.95,7.71,13.53,21.55,54.27,27.35,0.5118,"Bath County, Kentucky",1458,2362,3000,6205,32541,1086,2007,2562,4822,34307,120740,0.60,1.24,1.86,2.70,5.94,8.44,0.0609
"G2100130","2011-2015",,,"Kentucky","21","Bell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bell County, Kentucky",9448,17075,30192,51480,95527,5262,12905,22947,38618,84171,130048,3.21,7.87,14.00,23.56,51.35,19.84,0.4796,"Bell County, Kentucky",465,1359,1988,2676,5050,653,1011,1688,2165,4628,10888,0.35,0.43,0.71,0.73,1.54,1.31,0.0148
"G2100150","2011-2015",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Kentucky",31273,54386,80976,117935,196337,17622,43620,67049,98143,181066,284179,4.32,10.70,16.45,24.08,44.43,17.43,0.4013,"Boone County, Kentucky",1823,1865,2192,4300,10530,1155,1616,1786,2448,7565,22650,0.25,0.35,0.39,0.45,1.06,1.12,0.0116
"G2100170","2011-2015",,,"Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bourbon County, Kentucky",17779,34963,55413,87393,133677,10249,25954,45018,71466,138308,238038,3.52,8.92,15.47,24.56,47.53,20.45,0.4476,"Bourbon County, Kentucky",1594,3809,2971,4643,12039,1086,2078,2863,4054,16095,60597,0.39,0.71,1.04,1.54,3.13,4.16,0.0316
"G2100190","2011-2015",,,"Kentucky","21","Boyd County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Kentucky",16344,33420,53151,87271,156218,9468,24573,43023,68437,173216,350977,2.97,7.71,13.50,21.47,54.35,27.53,0.5123,"Boyd County, Kentucky",1572,1916,2647,4753,15471,692,1441,2089,3036,34324,129638,0.43,1.00,1.54,2.21,5.01,7.27,0.0529
"G2100210","2011-2015",,,"Kentucky","21","Boyle County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyle County, Kentucky",17641,31212,50134,83737,140698,10569,24011,39775,65724,142230,259638,3.74,8.51,14.09,23.28,50.38,22.99,0.4698,"Boyle County, Kentucky",1507,1268,2402,2703,9016,1030,1512,2152,3337,13579,44489,0.34,0.63,0.80,1.06,2.33,2.79,0.0235
"G2100230","2011-2015",,,"Kentucky","21","Bracken County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bracken County, Kentucky",17019,29731,51748,83244,131844,10042,23544,38110,64705,120176,172819,3.91,9.18,14.85,25.22,46.84,16.84,0.4332,"Bracken County, Kentucky",1472,2024,3749,6270,12227,1509,2160,4222,5167,7670,17402,0.54,0.67,1.08,1.09,2.01,1.50,0.0202
"G2100250","2011-2015",,,"Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Breathitt County, Kentucky",11125,20137,32346,60788,107363,6480,15519,25724,44696,98221,163275,3.40,8.14,13.49,23.45,51.52,21.41,0.4801,"Breathitt County, Kentucky",1073,1558,2648,4682,6580,841,1228,1764,3476,7698,20610,0.40,0.60,0.73,1.17,2.21,2.05,0.0215
"G2100270","2011-2015",,,"Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Breckinridge County, Kentucky",18121,34290,53226,79604,126891,9889,25886,43681,64157,113789,167719,3.86,10.05,16.97,24.92,44.20,16.29,0.4069,"Breckinridge County, Kentucky",1897,3379,3073,5349,14405,1293,2004,2505,3256,7689,20668,0.48,0.64,0.77,0.83,1.82,1.64,0.0201
"G2100290","2011-2015",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",26092,45157,66333,95491,139622,15867,35822,55787,80213,133866,194760,4.94,11.14,17.35,24.94,41.63,15.14,0.3719,"Bullitt County, Kentucky",1418,1698,1754,2295,4278,953,1550,1782,2092,5459,17044,0.25,0.38,0.40,0.49,1.02,1.11,0.0112
"G2100310","2011-2015",,,"Kentucky","21","Butler County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kentucky",13080,26040,42657,65448,116046,7250,19256,33747,54342,102311,147013,3.34,8.88,15.56,25.05,47.17,16.94,0.4413,"Butler County, Kentucky",1471,2215,4470,2756,5874,1246,1879,3373,3655,7580,12501,0.51,0.68,1.08,0.93,2.04,1.14,0.0197
"G2100330","2011-2015",,,"Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Kentucky",14896,33661,51558,73184,126542,7099,23161,41703,62050,116198,186347,2.90,9.25,16.66,24.78,46.41,18.61,0.4396,"Caldwell County, Kentucky",2595,3037,4864,4579,18852,2206,3366,3792,4016,12507,35491,0.86,1.26,1.16,1.28,3.10,2.90,0.0355
"G2100350","2011-2015",,,"Kentucky","21","Calloway County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calloway County, Kentucky",12288,28254,47771,78529,131701,5570,19520,37223,61379,127859,209311,2.23,7.76,14.80,24.40,50.82,20.80,0.4887,"Calloway County, Kentucky",1197,1908,2503,2663,11166,1041,1706,2184,2587,9070,28628,0.38,0.56,0.66,0.88,1.71,2.05,0.0178
"G2100370","2011-2015",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Kentucky",22897,42910,67091,105890,173941,12147,32929,54778,85084,168964,274612,3.43,9.30,15.48,24.04,47.74,19.40,0.4439,"Campbell County, Kentucky",1247,2046,2079,2753,9866,1020,1439,1778,2443,7073,20668,0.28,0.37,0.46,0.48,1.15,1.13,0.0127
"G2100390","2011-2015",,,"Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlisle County, Kentucky",19125,33118,51020,78156,123680,12076,24901,40242,64388,116531,168990,4.68,9.65,15.59,24.94,45.14,16.37,0.4092,"Carlisle County, Kentucky",2131,3783,5070,8106,5831,1316,2494,3684,4801,12429,42892,0.46,0.73,0.97,1.27,2.55,3.43,0.0266
"G2100410","2011-2015",,,"Kentucky","21","Carroll County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Kentucky",16951,32774,50094,76841,139417,10283,24561,41670,62538,123814,188539,3.91,9.34,15.85,23.79,47.10,17.93,0.4310,"Carroll County, Kentucky",2947,4270,3912,7157,19686,1665,3185,3364,5172,13219,29592,0.63,1.10,0.98,1.14,2.69,2.27,0.0294
"G2100430","2011-2015",,,"Kentucky","21","Carter County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Kentucky",17176,30309,46295,69416,113256,9961,23953,37356,56744,109505,167971,4.19,10.08,15.73,23.89,46.10,17.68,0.4175,"Carter County, Kentucky",1683,1780,2409,5187,6424,925,1552,2034,2669,8222,25828,0.39,0.61,0.72,0.94,1.94,2.23,0.0199
"G2100450","2011-2015",,,"Kentucky","21","Casey County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey County, Kentucky",13278,24306,41027,66233,111846,8255,18068,32363,50677,106595,165720,3.84,8.37,14.98,23.46,49.35,19.18,0.4532,"Casey County, Kentucky",1176,3377,4301,9823,9371,1073,1736,2914,4186,9192,25137,0.43,0.65,0.88,1.10,2.08,2.36,0.0208
"G2100470","2011-2015",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Kentucky",17564,31068,47929,73882,130189,8938,24439,39264,59319,123511,208334,3.50,9.57,15.37,23.22,48.35,20.39,0.4458,"Christian County, Kentucky",1161,1195,2202,3907,4873,975,1036,1466,2017,9427,32026,0.36,0.42,0.59,0.84,1.78,2.39,0.0191
"G2100490","2011-2015",,,"Kentucky","21","Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Kentucky",21109,36407,59617,93549,152009,12037,28200,47667,74962,153249,266226,3.81,8.92,15.08,23.71,48.48,21.05,0.4499,"Clark County, Kentucky",1145,2408,3145,5612,11730,1047,1764,2813,3276,14373,48582,0.35,0.54,0.82,1.13,2.37,2.90,0.0238
"G2100510","2011-2015",,,"Kentucky","21","Clay County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Kentucky",9661,16899,29751,55831,98856,6345,13414,22108,41111,90746,139911,3.65,7.72,12.73,23.66,52.24,20.13,0.4836,"Clay County, Kentucky",608,1220,3025,7301,8323,711,1252,1934,3160,9446,32938,0.40,0.66,0.86,1.40,2.61,3.74,0.0274
"G2100530","2011-2015",,,"Kentucky","21","Clinton County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Kentucky",13458,22290,34691,58905,110925,7859,17843,28300,46060,105186,186613,3.83,8.69,13.79,22.44,51.25,22.73,0.4706,"Clinton County, Kentucky",1338,1787,3374,7608,16511,1202,1388,2333,4589,13910,39668,0.65,0.83,1.04,1.53,3.23,3.68,0.0340
"G2100550","2011-2015",,,"Kentucky","21","Crittenden County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Kentucky",14531,28316,49394,80612,126771,7879,21864,36359,63558,127550,205279,3.06,8.50,14.14,24.71,49.59,19.95,0.4682,"Crittenden County, Kentucky",2405,2044,7067,6175,21313,1607,2104,3419,4638,13925,43906,0.58,0.75,1.07,1.51,2.82,3.26,0.0278
"G2100570","2011-2015",,,"Kentucky","21","Cumberland County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Kentucky",11883,24527,37303,61621,106524,6841,17849,31760,45274,105024,202044,3.31,8.63,15.36,21.90,50.80,24.43,0.4716,"Cumberland County, Kentucky",1475,5008,2822,11963,52654,1463,2744,2879,4832,22735,72283,0.76,1.44,1.89,2.65,5.80,6.45,0.0574
"G2100590","2011-2015",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Kentucky",19652,35935,58580,89754,149312,11244,27689,46400,72443,141346,226124,3.77,9.26,15.51,24.22,47.25,18.90,0.4373,"Daviess County, Kentucky",741,1056,2015,2487,5528,620,917,1712,1900,5450,16539,0.21,0.31,0.44,0.47,1.02,1.11,0.0106
"G2100610","2011-2015",,,"Kentucky","21","Edmonson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmonson County, Kentucky",16511,35031,50654,77517,122907,9633,25071,42050,63087,118749,181843,3.73,9.70,16.26,24.40,45.92,17.58,0.4236,"Edmonson County, Kentucky",3161,4426,3992,7333,4370,1358,3728,4053,5861,10781,30073,0.48,1.09,1.06,1.25,2.69,2.50,0.0275
"G2100630","2011-2015",,,"Kentucky","21","Elliott County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elliott County, Kentucky",10396,21300,34577,59112,110898,6440,15659,27764,47274,99814,157915,3.27,7.95,14.10,24.00,50.68,20.04,0.4751,"Elliott County, Kentucky",1965,3113,6154,6111,11201,1154,2782,3693,5737,11165,23627,0.53,1.12,1.36,1.61,3.31,2.74,0.0321
"G2100650","2011-2015",,,"Kentucky","21","Estill County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Estill County, Kentucky",12466,23045,40514,63396,101914,7116,17657,30672,51018,93898,149664,3.55,8.81,15.31,25.46,46.86,18.67,0.4426,"Estill County, Kentucky",1634,2049,3334,3250,12414,1299,1975,3172,4028,7690,21384,0.57,0.75,1.10,1.36,2.63,2.19,0.0261
"G2100670","2011-2015",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Kentucky",19235,38163,62801,103056,196408,10029,28323,50032,80891,189893,349417,2.79,7.89,13.93,22.52,52.87,24.32,0.4986,"Fayette County, Kentucky",568,833,1031,1687,7224,378,640,742,1095,5903,20291,0.10,0.20,0.26,0.39,0.80,1.04,0.0080
"G2100690","2011-2015",,,"Kentucky","21","Fleming County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fleming County, Kentucky",14304,26575,47051,78940,124795,7844,20488,36024,61512,143033,281524,2.92,7.62,13.40,22.88,53.19,26.17,0.5070,"Fleming County, Kentucky",1612,2330,4895,5708,10847,1574,1900,3434,4750,25435,93994,0.51,0.78,1.26,2.17,4.01,6.13,0.0397
"G2100710","2011-2015",,,"Kentucky","21","Floyd County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Kentucky",11699,22929,39320,67516,124622,6492,16762,30236,52295,116003,192648,2.93,7.56,13.63,23.58,52.30,21.72,0.4942,"Floyd County, Kentucky",924,1920,2912,3856,9461,822,1309,2303,3513,9583,29138,0.35,0.50,0.76,0.94,2.03,2.48,0.0212
"G2100730","2011-2015",,,"Kentucky","21","Franklin County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Kentucky",22528,39336,60251,92252,156424,12379,31537,48303,74577,142123,215688,4.01,10.21,15.64,24.14,46.01,17.46,0.4184,"Franklin County, Kentucky",2619,1745,2440,5270,8062,1117,1572,2191,2803,6796,19008,0.32,0.41,0.48,0.54,1.18,1.27,0.0131
"G2100750","2011-2015",,,"Kentucky","21","Fulton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Kentucky",11301,21335,37978,66541,133091,6966,16187,28403,51902,107388,158796,3.30,7.68,13.47,24.62,50.93,18.83,0.4777,"Fulton County, Kentucky",1473,2277,4906,3067,21700,1001,1796,2951,4544,9770,14909,0.48,0.75,0.96,1.43,2.47,1.58,0.0217
"G2100770","2011-2015",,,"Kentucky","21","Gallatin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Kentucky",21137,40183,56282,91205,143496,11645,29172,47841,72143,127395,179920,4.06,10.12,16.60,25.03,44.20,15.60,0.4046,"Gallatin County, Kentucky",2726,5872,3698,9779,6688,2035,3621,3220,7383,11484,24530,0.67,1.02,0.88,1.30,2.25,1.78,0.0255
"G2100790","2011-2015",,,"Kentucky","21","Garrard County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garrard County, Kentucky",19408,33681,56080,84540,135052,11081,25995,44447,70761,132538,218461,3.89,9.13,15.61,24.84,46.53,19.18,0.4346,"Garrard County, Kentucky",2140,4813,4798,3118,9467,1377,1961,3368,4059,16964,58159,0.52,0.73,1.04,1.53,3.23,4.05,0.0335
"G2100810","2011-2015",,,"Kentucky","21","Grant County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Kentucky",19581,38772,54775,87164,134540,11200,28573,45517,71216,120845,165797,4.04,10.30,16.41,25.68,43.57,14.94,0.4004,"Grant County, Kentucky",2222,2024,2678,6391,9112,1574,2975,2558,5271,6315,13003,0.49,0.81,0.55,1.01,1.44,1.06,0.0163
"G2100830","2011-2015",,,"Kentucky","21","Graves County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Graves County, Kentucky",16312,31448,49591,81674,130273,9263,23291,40330,63479,124078,189264,3.56,8.94,15.49,24.37,47.64,18.17,0.4420,"Graves County, Kentucky",1295,1370,2426,3181,13908,907,1599,1990,3070,7533,21869,0.34,0.55,0.59,0.76,1.52,1.65,0.0170
"G2100850","2011-2015",,,"Kentucky","21","Grayson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Kentucky",15709,27283,43867,70303,124245,8940,21953,34951,55784,127104,230779,3.59,8.83,14.05,22.43,51.10,23.20,0.4731,"Grayson County, Kentucky",1574,1787,3306,2368,6210,1031,1402,2512,3130,22355,84467,0.49,0.86,1.42,2.04,4.46,6.48,0.0466
"G2100870","2011-2015",,,"Kentucky","21","Green County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Green County, Kentucky",13938,25498,44952,70937,122196,7521,19953,34602,56009,116777,201253,3.20,8.50,14.73,23.85,49.72,21.42,0.4681,"Green County, Kentucky",1771,1755,2648,3369,13755,1417,1652,3210,3566,15738,52678,0.59,0.74,1.19,1.56,3.26,4.18,0.0337
"G2100890","2011-2015",,,"Kentucky","21","Greenup County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenup County, Kentucky",18065,33904,55812,90296,146447,10379,25820,45111,69539,147594,256082,3.48,8.65,15.12,23.30,49.45,21.45,0.4604,"Greenup County, Kentucky",1136,1838,2298,4687,19369,713,1383,2095,2792,11664,40031,0.25,0.48,0.72,0.86,1.88,2.50,0.0198
"G2100910","2011-2015",,,"Kentucky","21","Hancock County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Kentucky",21679,39512,58643,91700,136761,11769,29207,49567,74171,127243,173848,4.03,10.00,16.98,25.40,43.58,14.89,0.4000,"Hancock County, Kentucky",2089,4912,2856,5318,10857,2126,3157,3370,4533,8370,20808,0.67,0.83,0.71,1.00,1.82,1.46,0.0219
"G2100930","2011-2015",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Kentucky",22781,40870,62419,95433,151237,12457,31350,51109,77662,143889,224689,3.94,9.91,16.15,24.54,45.47,17.75,0.4186,"Hardin County, Kentucky",1229,1539,2011,2176,4206,944,1168,1661,2055,5174,15718,0.27,0.30,0.44,0.46,0.98,1.00,0.0106
"G2100950","2011-2015",,,"Kentucky","21","Harlan County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Kentucky",11540,20741,34568,57183,116672,6690,15773,26632,44830,97898,158553,3.51,8.22,13.88,23.37,51.02,20.66,0.4732,"Harlan County, Kentucky",954,1149,2271,3023,13412,616,808,1548,2267,6617,14397,0.29,0.37,0.66,0.74,1.56,1.44,0.0142
"G2100970","2011-2015",,,"Kentucky","21","Harrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Kentucky",13589,27579,44800,78539,134907,7258,19952,35978,61405,127954,212344,2.87,7.90,14.25,24.31,50.67,21.02,0.4811,"Harrison County, Kentucky",2009,3161,5121,5081,9681,1323,2197,2613,4278,13997,44907,0.50,0.79,1.04,1.21,2.80,3.33,0.0298
"G2100990","2011-2015",,,"Kentucky","21","Hart County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hart County, Kentucky",14296,25961,42774,65831,114134,8252,20091,34428,53390,122012,237525,3.46,8.44,14.46,22.42,51.23,24.93,0.4797,"Hart County, Kentucky",1497,2475,2550,3455,12538,1064,1537,2526,2850,21374,78049,0.48,0.90,1.48,1.93,4.41,6.05,0.0456
"G2101010","2011-2015",,,"Kentucky","21","Henderson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Kentucky",16516,32787,51860,83862,139503,9849,24240,41585,66377,130808,213634,3.61,8.88,15.24,24.33,47.94,19.57,0.4473,"Henderson County, Kentucky",1134,1584,1843,2364,13076,785,1570,2205,3209,8420,24427,0.25,0.51,0.73,0.83,1.90,1.85,0.0186
"G2101030","2011-2015",,,"Kentucky","21","Henry County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Kentucky",17191,38462,56366,82696,142947,9945,26800,46954,68940,125400,187339,3.58,9.64,16.89,24.80,45.10,16.84,0.4182,"Henry County, Kentucky",2143,3724,2249,5255,14736,1206,2891,2675,3873,8417,16440,0.41,0.86,0.64,0.71,1.75,1.36,0.0203
"G2101050","2011-2015",,,"Kentucky","21","Hickman County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickman County, Kentucky",19487,33397,47675,69636,97120,12660,25685,41097,54957,90041,125422,5.64,11.44,18.31,24.49,40.12,13.97,0.3488,"Hickman County, Kentucky",1726,4335,3460,10979,10654,1519,3322,3875,6387,8853,24044,0.73,1.21,1.17,1.80,2.79,2.42,0.0301
"G2101070","2011-2015",,,"Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Kentucky",17648,33661,53740,82488,128308,9689,24871,42956,67030,127039,200702,3.57,9.16,15.82,24.68,46.78,18.48,0.4364,"Hopkins County, Kentucky",1196,2202,2934,3316,5194,849,1374,2006,2655,6338,21691,0.31,0.44,0.49,0.65,1.44,1.70,0.0158
"G2101090","2011-2015",,,"Kentucky","21","Jackson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Kentucky",11921,23812,36487,66172,105993,6215,16957,29704,48629,98278,146594,3.11,8.49,14.87,24.34,49.19,18.34,0.4604,"Jackson County, Kentucky",1571,2769,4604,7406,15926,1224,2255,2955,6070,10987,25046,0.61,0.96,1.11,1.67,2.75,2.52,0.0272
"G2101110","2011-2015",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Kentucky",19926,38293,60909,98459,187530,10717,28781,48800,77629,178657,325059,3.11,8.35,14.16,22.53,51.85,23.58,0.4847,"Jefferson County, Kentucky",455,624,558,1257,2797,268,447,575,799,3683,12960,0.08,0.13,0.18,0.27,0.55,0.72,0.0056
"G2101130","2011-2015",,,"Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jessamine County, Kentucky",21019,39295,62540,99582,195017,10381,29762,50996,78585,183326,340270,2.95,8.43,14.44,22.26,51.92,24.09,0.4866,"Jessamine County, Kentucky",1422,2594,2743,5723,15848,1354,1768,2318,3309,16823,56849,0.37,0.55,0.76,1.11,2.38,3.01,0.0244
"G2101150","2011-2015",,,"Kentucky","21","Johnson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Kentucky",13531,27023,45021,70151,120279,8412,19822,35132,56485,114483,183436,3.59,8.46,14.99,24.10,48.85,19.57,0.4552,"Johnson County, Kentucky",1101,2224,3752,6613,9368,1061,2060,2779,3537,11822,38676,0.46,0.70,0.97,1.16,2.61,3.27,0.0271
"G2101170","2011-2015",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenton County, Kentucky",23133,42884,66782,101500,181422,12364,32757,54324,82866,168866,286962,3.52,9.33,15.47,23.60,48.08,20.43,0.4461,"Kenton County, Kentucky",918,1325,1595,2056,5982,584,958,1296,1659,6034,20433,0.15,0.25,0.31,0.38,0.86,1.14,0.0092
